"","AUTHOR","X","ARTICLE_ID","EXTERNAL_ID","EXTERNAL_AUTHOR_ID","HEADLINE","CONTENT","ARTICLE_URL","MEDIA_PROVIDER","REGION","LANGUAGE","POST_STATUS","PUBLISH_DATE","HARVESTED_DATE","SENTIMENT","VIEW_COUNT","COMMENT_COUNT","UNIQUE_COMMENTERS","ENGAGEMENT","LIKES_AND_VOTES","INBOUND_LINKS","FORUM_THREAD_SIZE","FOLLOWING","FOLLOWERS","UPDATES","POST_TYPE"
"23","CATHYMCMORRIS",5027,7.61746e+11,9.86675e+17,17976923,"TWEET FROM: cathymcmorris","GOODBYE to the days when taxpayers had to live under a burdensome tax code that did not work for them; and HELLO to the days of a bright, economic future for all hardworking Americans. #TaxDay #TaxReform https://t.co/iTQrlGki6P https://t.co/uEFqMvqbEs","http://twitter.com/17976923/statuses/986675204272336903","TWITTER","United States","English","No","4/18/2018 18:37","4/18/2018 18:37","Positive",0,0,0,0,0,0,-1,5164,45060,9034,"RETWEET"
"24","CATHYMCMORRIS",2600,7.64604e+11,9.89581e+17,17976923,"TWEET FROM: cathymcmorris","Helping people with disabilities live happy and healthy lives is not just good policy, it’s personal. I’m excited that my ABLE to Work provisions were signed into law in #taxreform. It allows those with disabilities to pursue their passion &amp; find work. https://t.co/vIaoNtu9AZ","http://twitter.com/17976923/statuses/989580873900150785","TWITTER","United States","English","No","4/26/2018 19:04","4/26/2018 19:04","Positive",0,0,0,0,0,0,-1,5167,45124,9109,""
"25","CATHYMCMORRIS",8946,7.64695e+11,9.89676e+17,17976923,"TWEET FROM: cathymcmorris","You’re both heroes to so many of us. I’m inspired every day by your courage and strength! https://t.co/2v35dOJ99J","http://twitter.com/17976923/statuses/989675963893125120","TWITTER","United States","English","No","4/27/2018 1:21","4/27/2018 1:21","Positive",0,0,0,0,0,0,-1,5167,45126,9119,"QUOTE_TWEET"
"26","CATHYMCMORRIS",8916,7.66453e+11,9.91453e+17,17976923,"TWEET FROM: cathymcmorris","My advice in @girlboss to women who also want to lead in Congress: 1⃣ Be confident &amp; tell your story. 2⃣ Make sure all policies are written with women in mind. 3⃣ Seize opportunity &amp; don’t let the fear of failure hold you back. https://t.co/ZZ81OWo2c4","http://twitter.com/17976923/statuses/991452707700518912","TWITTER","United States","English","No","5/1/2018 23:02","5/1/2018 23:02","Positive",0,0,0,0,0,0,-1,5169,45124,9149,""
"27","CATHYMCMORRIS",633,7.67153e+11,9.92108e+17,17976923,"TWEET FROM: cathymcmorris","After years of stagnant wages &amp; a stagnant economy, small business owners have a reason to dream again. #SmallBusinessWeek https://t.co/4XrMZS7mLe","http://twitter.com/17976923/statuses/992108025283465217","TWITTER","United States","English","No","5/3/2018 18:26","5/3/2018 18:26","Negative",0,0,0,0,0,0,-1,5170,45138,9171,""
"28","CATHYMCMORRIS",6797,7.59906e+11,9.84884e+17,17976923,"TWEET FROM: cathymcmorris","Next week, we will officially say goodbye to the broken tax code that’s as old as floppy disks, CD players, &amp; dial-up internet. https://t.co/r3yOaE3IQQ","http://twitter.com/17976923/statuses/984883923732828160","TWITTER","United States","English","No","4/13/2018 20:00","4/13/2018 20:00","Positive",0,0,0,0,0,0,-1,5167,44997,8989,""
"29","CATHYMCMORRIS",4007,7.62854e+11,9.8783e+17,17976923,"TWEET FROM: cathymcmorris","Wishing a speedy recovery to my friend, @SteveScalise! Can't wait to have you back with us. https://t.co/xpoFmKpQEw","http://twitter.com/17976923/statuses/987830162396995585","TWITTER","United States","English","No","4/21/2018 23:07","4/21/2018 23:07","Positive",0,0,0,0,0,0,-1,5166,45076,9075,"QUOTE_TWEET"
"30","CATHYMCMORRIS",8584,7.58396e+11,9.83423e+17,17976923,"TWEET FROM: cathymcmorris","Congratulations, @SenDuckworth. What a wonderful and joyful time for you and your family! https://t.co/YsjrKeLPxF","http://twitter.com/17976923/statuses/983423048014589952","TWITTER","United States","English","No","4/9/2018 19:15","4/9/2018 19:15","Positive",0,0,0,0,0,0,-1,5167,44924,8952,"QUOTE_TWEET"
"31","CATHYMCMORRIS",8995,7.62772e+11,9.87734e+17,17976923,"TWEET FROM: cathymcmorris","This is beautiful. God bless them for their service. https://t.co/9Nc93KKCIz","http://twitter.com/17976923/statuses/987734407774654464","TWITTER","United States","English","No","4/21/2018 16:46","4/21/2018 16:46","Positive",0,0,0,0,0,0,-1,5166,45073,9071,"QUOTE_TWEET"
"32","CATHYMCMORRIS",8938,7.65292e+11,9.9027e+17,17976923,"TWEET FROM: cathymcmorris","#DEATakeBack collection sites open in 1 hour find a site near you! https://t.co/YLjucc34Ms https://t.co/gQG1zrsImB","http://twitter.com/17976923/statuses/990270284606398465","TWITTER","United States","English","No","4/28/2018 16:43","4/28/2018 16:43","Neutral",0,0,0,0,0,0,-1,5168,45127,9127,"RETWEET"
"33","CATHYMCMORRIS",210,7.67558e+11,9.92499e+17,17976923,"TWEET FROM: cathymcmorris","EXCLUSIVE OP-ED: @cathymcmorris writes that Facebook CEO Mark Zuckerberg ""missed the point"" during his recent Congressional testimony.   ""They are part of the trust crisis in our country.”  https://t.co/7w7QRfNzfQ","http://twitter.com/17976923/statuses/992498968662888448","TWITTER","United States","English","No","5/4/2018 20:19","5/4/2018 20:20","Negative",0,0,0,0,0,0,-1,5171,45138,9180,"RETWEET"
"34","CATHYMCMORRIS",8996,7.62766e+11,9.87729e+17,17976923,"TWEET FROM: cathymcmorris","Love hearing all the stories of our First Lady Barbara Bush. As we lay her to rest, there is so much to celebrate about her life. She had so much grace and wit. Rest in Peace.","http://twitter.com/17976923/statuses/987728638392053760","TWITTER","United States","English","No","4/21/2018 16:23","4/21/2018 16:24","Positive",0,0,0,0,0,0,-1,5166,45071,9070,""
"35","CATHYMCMORRIS",3244,7.64166e+11,9.89155e+17,17976923,"TWEET FROM: cathymcmorris","Bottom line, I am a firm believer in federalism -- the idea that governing is better done closer to home, and we trust people to make decisions for themselves. https://t.co/k6NXxcThaD","http://twitter.com/17976923/statuses/989154564732370944","TWITTER","United States","English","No","4/25/2018 14:50","4/25/2018 14:50","Positive",0,0,0,0,0,0,-1,5166,45109,9097,""
"36","CATHYMCMORRIS",2436,7.64649e+11,9.89629e+17,17976923,"TWEET FROM: cathymcmorris","We also passed the No Assistance for Assad Act to make sure that U.S. humanitarian relief, intended to help the Syrian people and stabilize the region, does not go to areas controlled by Bashar al-Assad.","http://twitter.com/17976923/statuses/989629096488562689","TWITTER","United States","English","No","4/26/2018 22:15","4/26/2018 22:15","Positive",0,0,0,0,0,0,-1,5167,45127,9117,""
"37","CATHYMCMORRIS",1138,7.66704e+11,9.91697e+17,17976923,"TWEET FROM: cathymcmorris","As we recognize #SmallBizWeek, I’m reminded of the powerful #taxreform stories I heard from small businesses a few weeks ago during our roundtable discussion. People are hopeful again, which is so exciting! https://t.co/pTVC7TMhFb","http://twitter.com/17976923/statuses/991696564727959552","TWITTER","United States","English","No","5/2/2018 15:11","5/2/2018 15:11","Positive",0,0,0,0,0,0,-1,5169,45127,9154,""
"38","CATHYMCMORRIS",8955,7.64618e+11,9.89597e+17,17976923,"TWEET FROM: cathymcmorris","✓ Bonuses ✓ Pay Increases ✓ New and expanded benefits These are just some of the many results of the #TaxCutsandJobsAct that are helping families get ahead. https://t.co/w4JAfCpdNU","http://twitter.com/17976923/statuses/989596643178766336","TWITTER","United States","English","No","4/26/2018 20:06","4/26/2018 20:06","Positive",0,0,0,0,0,0,-1,5167,45124,9110,"RETWEET"
"39","CATHYMCMORRIS",8788,7.57985e+11,9.8302e+17,17976923,"TWEET FROM: cathymcmorris","April is Autism Awareness Month. Did you know that people with Autism are eligible to open ABLE accounts? In #taxreform, we expanded these accounts to help people with disabilities (like Autism) save more of their own money and find a job that’s right for them. https://t.co/o8poSKnmli","http://twitter.com/17976923/statuses/983019639708860416","TWITTER","United States","English","No","4/8/2018 16:32","4/8/2018 16:32","Positive",0,0,0,0,0,0,-1,5167,44905,8948,""
"40","CATHYMCMORRIS",9063,7.61293e+11,9.86242e+17,17976923,"TWEET FROM: cathymcmorris","Tune in to @HouseGOP→ @WaysandMeansGOP Chair @RepKevinBrady joins us live to share why Americans &amp; their families can breathe a sigh of relief after this #TaxDay. https://t.co/rm6ABb6Epn","http://twitter.com/17976923/statuses/986242270037991425","TWITTER","United States","English","No","4/17/2018 13:57","4/17/2018 13:57","Neutral",0,0,0,0,0,0,-1,5163,45027,9014,"QUOTE_TWEET"
"41","CATHYMCMORRIS",6865,7.5988e+11,9.84854e+17,17976923,"TWEET FROM: cathymcmorris","PASSED the House this week→ 3 bipartisan @FinancialCmte bills to boost access to consumer credit, provide regulatory relief to nonbank financial companies, and protect community banks. Thank you @RepDennisRoss, @RepLeeZeldin, &amp; @RepFrenchHill for your leadership.","http://twitter.com/17976923/statuses/984854228379156480","TWITTER","United States","English","No","4/13/2018 18:02","4/13/2018 18:02","Positive",0,0,0,0,0,0,-1,5167,44998,8986,""
"42","CATHYMCMORRIS",9137,7.57575e+11,9.82626e+17,17976923,"TWEET FROM: cathymcmorris","Because of the #TaxCutsandJobsAct, 9 in 10 Americans are getting a pay raise. That’s a promise kept for bigger paychecks. https://t.co/0ujkOujgU7","http://twitter.com/17976923/statuses/982625795603492864","TWITTER","United States","English","No","4/7/2018 14:27","4/7/2018 14:27","Neutral",0,0,0,0,0,0,-1,5166,44907,8945,""
"43","CATHYMCMORRIS",1726,7.66026e+11,9.91016e+17,17976923,"TWEET FROM: cathymcmorris",".@cathymcmorris: ""I am concerned that the left is putting politics ahead of what's best for the country."" https://t.co/Q7wuIZ6Aho","http://twitter.com/17976923/statuses/991016329288278016","TWITTER","United States","English","No","4/30/2018 18:07","4/30/2018 18:08","Positive",0,0,0,0,0,0,-1,5168,45129,9132,"RETWEET"
"44","CATHYMCMORRIS",8611,7.58383e+11,9.83409e+17,17976923,"TWEET FROM: cathymcmorris","We are prioritizing the security of Americans and their families by keeping our promise to rebuild our military. https://t.co/mKqZ3UCepP","http://twitter.com/17976923/statuses/983409169125527552","TWITTER","United States","English","No","4/9/2018 18:19","4/9/2018 18:20","Positive",0,0,0,0,0,0,-1,5167,44922,8951,"QUOTE_TWEET"
"45","CATHYMCMORRIS",9136,7.5762e+11,9.8266e+17,17976923,"TWEET FROM: cathymcmorris","To hear from workers, families, and small business owners about what tax reform means to them, House Republicans have been on the ground at home. Check out what we’ve been hearing: https://t.co/DodrO0aIr1","http://twitter.com/17976923/statuses/982660020008640512","TWITTER","United States","English","No","4/7/2018 16:43","4/7/2018 16:43","Positive",0,0,0,0,0,0,-1,5166,44904,8946,""
"46","CATHYMCMORRIS",7924,7.59102e+11,9.84101e+17,17976923,"TWEET FROM: cathymcmorris","Facebook CEO Mark Zuckerberg tells @cathymcmorris the company's content review process ""is an area where we need to improve."" https://t.co/1tGFL3iMQa","http://twitter.com/17976923/statuses/984101311376515073","TWITTER","United States","English","No","4/11/2018 16:10","4/11/2018 16:10","Positive",0,0,0,0,0,0,-1,5166,44957,8961,"RETWEET"
"47","CATHYMCMORRIS",2435,7.64649e+11,9.89629e+17,17976923,"TWEET FROM: cathymcmorris",".@RepMcCaul’s legislation would impose additional sanctions on the Iranian Regime for violating the human rights of its people and for its brutal treatment of peaceful protestors.","http://twitter.com/17976923/statuses/989629095087665154","TWITTER","United States","English","No","4/26/2018 22:15","4/26/2018 22:15","Negative",0,0,0,0,0,0,-1,5167,45127,9116,""
"48","CATHYMCMORRIS",3932,7.63406e+11,9.88404e+17,17976923,"TWEET FROM: cathymcmorris",".@Chairman Mike Conaway led the @HouseAgNews to passage of a #FarmBill that keeps America’s farmers and ranchers — like those at home in Eastern Washington — at the top of mind. Grateful for his leadership on this important priority. https://t.co/u91e5RHGs8","http://twitter.com/17976923/statuses/988404371531546625","TWITTER","United States","English","No","4/23/2018 13:09","4/23/2018 13:09","Positive",0,0,0,0,0,0,-1,5166,45067,9079,""
"49","CATHYMCMORRIS",2774,7.64541e+11,9.89525e+17,17976923,"TWEET FROM: cathymcmorris","We need to stay focused on the VA’s sole mission to serve our veterans. I’m thankful for Dr. Jackson’s service, &amp; respect his decision to withdraw his name for VA Secretary. I urge the White House to move forward swiftly with a nominee best qualified to rebuild trust at the VA. https://t.co/LuuUGGwTFx","http://twitter.com/17976923/statuses/989524870655553536","TWITTER","United States","English","No","4/26/2018 15:21","4/26/2018 15:21","Positive",0,0,0,0,0,0,-1,5167,45122,9107,"QUOTE_TWEET"
"50","CATHYMCMORRIS",4054,7.62762e+11,9.87726e+17,17976923,"TWEET FROM: cathymcmorris","500+ companies are giving their workers new benefits thanks to the #TaxCutsandJobsAct. Check out the full map on https://t.co/zqQZ3XVCBC. https://t.co/0FUaH5k6En","http://twitter.com/17976923/statuses/987725649623347200","TWITTER","United States","English","No","4/21/2018 16:12","4/21/2018 16:12","Positive",0,0,0,0,0,0,-1,5166,45071,9069,""
"51","CATHYMCMORRIS",4052,7.62766e+11,9.87729e+17,17976923,"TWEET FROM: cathymcmorris","Love hearing all the stories of our First Lady Barbara Bush. As we lay her to rest, there is so much to celebrate about her life. She had so much grace and wit. Rest in Peace.","http://twitter.com/17976923/statuses/987728638392053760","TWITTER","United States","English","No","4/21/2018 16:23","4/21/2018 16:24","Positive",0,0,0,0,0,0,-1,5166,45071,9070,""
"52","CATHYMCMORRIS",4069,7.62733e+11,9.87701e+17,17976923,"TWEET FROM: cathymcmorris","What encourages me the most about #taxreform? It’s the hope and optimism that it’s bringing to this country again. https://t.co/zs1BqPodzf","http://twitter.com/17976923/statuses/987701238207692800","TWITTER","United States","English","No","4/21/2018 14:35","4/21/2018 14:35","Positive",0,0,0,0,0,0,-1,5166,45071,9068,""
"53","CATHYMCMORRIS",1264,7.6645e+11,9.91449e+17,17976923,"TWEET FROM: cathymcmorris","NEW in @girlboss→ Here’s why we need more women in Congress making their voices heard. https://t.co/ZZ81OWo2c4","http://twitter.com/17976923/statuses/991449185038815232","TWITTER","United States","English","No","5/1/2018 22:48","5/1/2018 22:48","Neutral",0,0,0,0,0,0,-1,5169,45124,9148,""
"54","CATHYMCMORRIS",3397,7.63903e+11,9.88886e+17,17976923,"TWEET FROM: cathymcmorris","From my interview with the @FDRLST→ To rebuild trust and restore confidence in representative government &amp; the rule of law, we must hold people accountable. Listen for more 🔊https://t.co/YpnmP0XtsN","http://twitter.com/17976923/statuses/988886045633609728","TWITTER","United States","English","No","4/24/2018 21:03","4/24/2018 21:03","Positive",0,0,0,0,0,0,-1,5166,45100,9093,""
"55","CATHYMCMORRIS",8900,7.66821e+11,9.91802e+17,17976923,"TWEET FROM: cathymcmorris","We want people to be dreaming again. This #SmallBizWeek, I’m excited to hear that people are doing just that. https://t.co/OOMqrv1ZQW","http://twitter.com/17976923/statuses/991802260588974081","TWITTER","United States","English","No","5/2/2018 22:11","5/2/2018 22:12","Positive",0,0,0,0,0,0,-1,5170,45135,9164,""
"56","CATHYMCMORRIS",2505,7.64627e+11,9.89607e+17,17976923,"TWEET FROM: cathymcmorris","Thank you @WAPolicyGreen and @WAPolicyCenter for all of your work and research to protect our dams so they can continue to benefit the Pacific Northwest for years to come. https://t.co/BludnoM0Hm","http://twitter.com/17976923/statuses/989606543027941377","TWITTER","United States","English","No","4/26/2018 20:46","4/26/2018 20:46","Positive",0,0,0,0,0,0,-1,5167,45126,9112,""
"57","CATHYMCMORRIS",3062,7.64242e+11,9.89226e+17,17976923,"TWEET FROM: cathymcmorris","When I think of #taxreform stories, I think about the manager of Starbucks in downtown Spokane or Premera in Washington state. These stories show how the #TaxCutsandJobsAct is making a real difference in people’s lives. https://t.co/QKnMBmoilL","http://twitter.com/17976923/statuses/989226287859314688","TWITTER","United States","English","No","4/25/2018 19:35","4/25/2018 19:35","Positive",0,0,0,0,0,0,-1,5166,45117,9100,""
"58","CATHYMCMORRIS",9133,7.58022e+11,9.83052e+17,17976923,"TWEET FROM: cathymcmorris","Because of #taxreform, Hope House will be able to triple its capacity to serve more women in Spokane, WA. It’s a good reminder that $40 million dollars in the hands of real people will go a lot further than if it were just sitting in Washington, D.C. https://t.co/ykLrEWyoJY","http://twitter.com/17976923/statuses/983052355993206784","TWITTER","United States","English","No","4/8/2018 18:42","4/8/2018 18:42","Positive",0,0,0,0,0,0,-1,5167,44913,8949,""
"59","CATHYMCMORRIS",3444,7.63876e+11,9.88859e+17,17976923,"TWEET FROM: cathymcmorris","Nothing’s more powerful than the #taxreform stories we’ve heard all across the country. Here, you can hear them, too →  https://t.co/Cwk8o7NjOe","http://twitter.com/17976923/statuses/988859118390824963","TWITTER","United States","English","No","4/24/2018 19:16","4/24/2018 19:16","Negative",0,0,0,0,0,0,-1,5166,45098,9091,""
"60","CATHYMCMORRIS",8970,7.63938e+11,9.88923e+17,17976923,"TWEET FROM: cathymcmorris","Companies are giving their workers new benefits thanks to the #TaxCutsandJobsAct. https://t.co/PeSDTjIpBc","http://twitter.com/17976923/statuses/988923290587561984","TWITTER","United States","English","No","4/24/2018 23:31","4/24/2018 23:31","Positive",0,0,0,0,0,0,-1,5166,45102,9095,""
